compound_name,source_type,source_url
Lead,ATSDR,https://www.atsdr.cdc.gov/toxprofiles/tp13.pdf
Lead,EPA,https://semspub.epa.gov/work/05/930045.pdf
Lead,Wikipedia,https://en.wikipedia.org/wiki/Lead
Lead,Pubchem,https://pubchem.ncbi.nlm.nih.gov/element/Lead#section=Uses
Magnesium,McGill University,https://www.mcgill.ca/oss/article/health-you-asked/you-asked-hard-water-dangerous-drink
Manganese,EPA,https://www.epa.gov/sdwa/secondary-drinking-water-standards-guidance-nuisance-chemicals#table
Manganese,Water Quality Association,https://wqa.org/resources/manganese/
m-Dichlorobenzene,ATSDR,https://wwwn.cdc.gov/TSP/ToxFAQs/ToxFAQsDetails.aspx?faqid=703&toxid=126
m-Dichlorobenzene,PubChem,https://pubchem.ncbi.nlm.nih.gov/compound/10943#section=Uses
Mercury,ATSDR,https://www.atsdr.cdc.gov/toxprofiles/tp46.pdf
Mercury,EPA,https://semspub.epa.gov/work/10/100197272.pdf
Mercury,Wikipedia,https://en.wikipedia.org/wiki/Mercury_element)
Mercury,Pubchem,https://pubchem.ncbi.nlm.nih.gov/element/Mercury#section=Uses
Methoxychlor,ATSDR,https://www.atsdr.cdc.gov/toxprofiles/tp47.pdf
Methoxychlor,EPA,https://www.epa.gov/sites/default/files/2016-09/documents/methoxychlor.pdf
Methoxychlor,Wikipedia,https://en.wikipedia.org/wiki/Methoxychlor
Methoxychlor,Pubchem,https://pubchem.ncbi.nlm.nih.gov/compound/4115#section=Use-and-Manufacturing
Methyl tert-butyl ether (MTBE),ATSDR,https://www.atsdr.cdc.gov/toxprofiles/tp91.pdf
Methyl tert-butyl ether (MTBE),EPA,https://www.epa.gov/sites/default/files/2016-09/documents/methyl-tert-butyl-ether.pdf
Methyl tert-butyl ether (MTBE),Wikipedia,https://en.wikipedia.org/wiki/Methyl_tert-butyl_ether
Methyl tert-butyl ether (MTBE),Pubchem,https://pubchem.ncbi.nlm.nih.gov/compound/15413#section=Use-and-Manufacturing
Methylene chloride,ATSDR,https://www.atsdr.cdc.gov/toxprofiles/tp14.pdf
Methylene chloride,CDC,https://wwwn.cdc.gov/TSP/ToxFAQs/ToxFAQsDetails.aspx?faqid=233&toxid=42
Methylene chloride,EPA,https://www.epa.gov/sites/default/files/2016-09/documents/methylene-chloride.pdf
Methylene chloride,Wikipedia,https://en.wikipedia.org/wiki/Dichloromethane
Methylene chloride,Pubchem,https://pubchem.ncbi.nlm.nih.gov/compound/6344#section=Use-and-Manufacturing
Naphthalene,ATSDR,https://www.atsdr.cdc.gov/toxprofiles/tp67.pdf
Naphthalene,EPA,https://www.epa.gov/sites/default/files/2016-09/documents/naphthalene.pdf
Naphthalene,Wikipedia,https://en.wikipedia.org/wiki/Naphthalene
Naphthalene,Pubchem,https://pubchem.ncbi.nlm.nih.gov/compound/931#section=Use-and-Manufacturing
n-Butylbenzene,Regenesis,https://regenesis.com/glossary/n-butylbenzene/
n-Butylbenzene,Pubchem,https://pubchem.ncbi.nlm.nih.gov/compound/7705#section=U-S-Production
Nickel,ATSDR,https://semspub.epa.gov/work/05/930030.pdf
Nickel,EPA,https://www.epa.gov/sites/default/files/2016-09/documents/nickle-compounds.pdf
Nickel,Wikipedia,https://en.wikipedia.org/wiki/Nickel
Nickel,Pubchem,https://pubchem.ncbi.nlm.nih.gov/element/Nickel#section=Uses
n-propylbenzene,ATSDR,https://www.atsdr.cdc.gov/HAC/pha/CrownIndustriesSite/CrownIndustriesHC061207.pdf
n-propylbenzene,CHEMIMPEX,https://www.chemimpex.com/products/27219?srsltid=AfmBOopm0yoV3jcNMAasrUy0aGDpnsyP5E_fdLb60KwYMEFL7ugxq3S-
n-propylbenzene,OEHHA,https://oehha.ca.gov/chemicals/n-propylbenzene
n-propylbenzene,Wikipedia,https://en.wikipedia.org/wiki/N-Propylbenzene
n-propylbenzene,Pubchem,https://pubchem.ncbi.nlm.nih.gov/compound/7668#section=Use-and-Manufacturing
o-Dichlorobenzene,EPA,https://www.epa.gov/assessing-and-managing-chemicals-under-tsca/risk-evaluation-o-dichlorobenzene
o-Dichlorobenzene,Wikipedia,"https://en.wikipedia.org/wiki/1,2-Dichlorobenzene"
o-Dichlorobenzene,PubChem,https://pubchem.ncbi.nlm.nih.gov/compound/7239#section=Household-Products
p-Dichlorobenzene,EPA,https://www.epa.gov/assessing-and-managing-chemicals-under-tsca/risk-evaluation-p-dichlorobenzene
p-Dichlorobenzene,Wikipedia,"https://en.wikipedia.org/wiki/1,4-Dichlorobenzene"
p-Dichlorobenzene,PubChem,https://pubchem.ncbi.nlm.nih.gov/compound/4685#section=Uses
Pentachlorophenol,ATSDR,https://www.atsdr.cdc.gov/toxprofiles/tp51.pdf
Pentachlorophenol,EPA,https://www.epa.gov/sites/default/files/2016-09/documents/pentachlorophenol.pdf
Pentachlorophenol,Wikipedia,https://en.wikipedia.org/wiki/Pentachlorophenol
Pentachlorophenol,Pubchem,https://pubchem.ncbi.nlm.nih.gov/compound/992#section=Use-and-Manufacturing
pH,EPA,https://www.epa.gov/sdwa/secondary-drinking-water-standards-guidance-nuisance-chemicals#table
Phenanthrene,EPA,https://archive.epa.gov/epawaste/hazard/wastemin/web/pdf/phenanth.pdf
Phenanthrene,Wikipedia,https://en.wikipedia.org/wiki/Phenanthrene
Phenanthrene,Pubchem,https://pubchem.ncbi.nlm.nih.gov/compound/995#section=Use-and-Manufacturing
Phosphate,EPA,https://www.epa.gov/lead/why-do-water-systems-add-phosphate-drinking-water-what-are-health-effects-drinking-water
Phosphate,Wikipedia,https://en.wikipedia.org/wiki/Phosphate
p-Isopropyltoluene,ACS,https://www.acs.org/molecule-of-the-week/archive/c/p-cymene.html
p-Isopropyltoluene,EPA,https://nepis.epa.gov/Exe/ZyPDF.cgi/P101HE5Z.PDF?Dockey=P101HE5Z.PDF
p-Isopropyltoluene,Wikipedia,https://en.wikipedia.org/wiki/P-Cymene
p-Isopropyltoluene,Pubchem,https://pubchem.ncbi.nlm.nih.gov/compound/7463#section=Uses
Potassium,WHO,https://www.who.int/docs/default-source/wash-documents/wash-chemicals/potassium-chemical-fact-sheet.pdf?sfvrsn=e5c8c8d8_4
Pyrene,EPA,https://archive.epa.gov/epawaste/hazard/wastemin/web/pdf/pyrene.pdf
Pyrene,Wikipedia,https://en.wikipedia.org/wiki/Pyrene
Pyrene,Pubchem,https://pubchem.ncbi.nlm.nih.gov/compound/31423#section=Use-and-Manufacturing
sec-Butylbenzene,EPA,https://nepis.epa.gov/Exe/ZyNET.exe/P1010RLY.TXT?ZyActionD=ZyDocument&Client=EPA&Index=2011+Thru+2015&Docs=&Query=&Time=&EndTime=&SearchMethod=1&TocRestrict=n&Toc=&TocEntry=&QField=&QFieldYear=&QFieldMonth=&QFieldDay=&IntQFieldOp=0&ExtQFieldOp=0&XmlQuery=&File=D%3A%5Czyfiles%5CIndex%20Data%5C11thru15%5CTxt%5C00000036%5CP1010RLY.txt&User=ANONYMOUS&Password=anonymous&SortMethod=h%7C-&MaximumDocuments=1&FuzzyDegree=0&ImageQuality=r75g8/r75g8/x150y150g16/i425&Display=hpfr&DefSeekPage=x&SearchBack=ZyActionL&Back=ZyActionS&BackDesc=Results%20page&MaximumPages=1&ZyEntry=1&SeekPage=x&ZyPURL#
sec-Butylbenzene,OEHHA,https://oehha.ca.gov/water/proposed-notification-levels-sec-butylbenzene-and-tert-butylbenzene
sec-Butylbenzene,Vinati Organics Limited,https://vinatiorganics.com/speciality-aromatics/secondary-butyl-benzene-sec-butyl-benzene-sbb-cas-135-98-8/
sec-Butylbenzene,Wikipedia,https://en.wikipedia.org/wiki/Sec-Butylbenzene
sec-Butylbenzene,PubChem,https://pubchem.ncbi.nlm.nih.gov/compound/8680#section=Use-and-Manufacturing
Selenium,ATSDR,https://www.atsdr.cdc.gov/toxprofiles/tp92.pdf
Selenium,EPA,https://www.epa.gov/sites/default/files/2016-09/documents/selenium-compounds.pdf
Selenium,Wikipedia,https://en.wikipedia.org/wiki/Selenium
Selenium,Pubchem,https://pubchem.ncbi.nlm.nih.gov/element/Selenium#section=Uses
Silica,EPA,https://www.epa.gov/system/files/documents/2023-03/Silica%20Supply%20Chain%20Profile.pdf
Silica,Hach,https://www.hach.com/p-silica-test-kit-model-si-5/1455400
Silica,Wikipedia,https://en.wikipedia.org/wiki/Silicon_dioxide
Simazine,ATSDR,https://www.atsdr.cdc.gov/interaction-profiles/media/pdfs/ip10.pdf
Simazine,EPA,https://archive.epa.gov/water/archive/web/pdf/archived-technical-fact-sheet-on-simazine.pdf
Simazine,OEHHA,https://oehha.ca.gov/chemicals/simazine
Simazine,Wikipedia,https://en.wikipedia.org/wiki/Simazine
Simazine,Pubchem,https://pubchem.ncbi.nlm.nih.gov/compound/5216#section=Uses
Sodium,Virginia Cooperative Extension,https://www.wellwater.bse.vt.edu/files/BSE-255.pdf
Sodium,EPA,https://www.epa.gov/sites/default/files/2014-09/documents/support_cc1_sodium_dwreport.pdf
Styrene,ATSDR,https://www.atsdr.cdc.gov/toxprofiles/tp53.pdf
Styrene,EPA,https://www.epa.gov/sites/default/files/2020-05/documents/styrene_update_2a.pdf
Styrene,Wikipedia,https://en.wikipedia.org/wiki/Styrene
Styrene,Pubchem,https://pubchem.ncbi.nlm.nih.gov/compound/7501#section=Use-and-Manufacturing
Sulfate,MNDOH,https://www.health.state.mn.us/communities/environment/water/wells/waterquality/sulfate.html
Tert-amyl methyl ether,NICNAS,http://www.nicnas.gov.au/publications/car/new/na/nafullr/na0800fr/na878fr.pdf
Tert-amyl methyl ether,OEHHA,https://oehha.ca.gov/chemicals/tert-amyl-methyl-ether
Tert-amyl methyl ether,Wikipedia,https://en.wikipedia.org/wiki/Tert-Amyl_methyl_ether
Tert-amyl methyl ether,Pubchem,https://pubchem.ncbi.nlm.nih.gov/compound/61247#section=Use-and-Manufacturing
tert-Bultylbenzene,EPA,https://nepis.epa.gov/Exe/ZyNET.exe/P1010RMX.txt?ZyActionD=ZyDocument&Client=EPA&Index=2011%20Thru%202015&Docs=&Query=&Time=&EndTime=&SearchMethod=1&TocRestrict=n&Toc=&TocEntry=&QField=&QFieldYear=&QFieldMonth=&QFieldDay=&UseQField=&IntQFieldOp=0&ExtQFieldOp=0&XmlQuery=&File=D%3A%5CZYFILES%5CINDEX%20DATA%5C11THRU15%5CTXT%5C00000036%5CP1010RMX.txt&User=ANONYMOUS&Password=anonymous&SortMethod=h%7C-&MaximumDocuments=1&FuzzyDegree=0&ImageQuality=r75g8/r75g8/x150y150g16/i425&Display=hpfr&DefSeekPage=&SearchBack=ZyActionL&Back=ZyActionS&BackDesc=Results%20page&MaximumPages=1&ZyEntry=3#
tert-Bultylbenzene,OEHHA,https://oehha.ca.gov/water/proposed-notification-levels-sec-butylbenzene-and-tert-butylbenzene
tert-Bultylbenzene,Wikipedia,https://en.wikipedia.org/wiki/Tert-Butylbenzene
tert-Bultylbenzene,PubChem,https://pubchem.ncbi.nlm.nih.gov/compound/7366#section=Uses
Tetrachloroethene,ATSDR,https://www.atsdr.cdc.gov/toxprofiles/tp18.pdf
Tetrachloroethene,EPA,https://www.epa.gov/sites/default/files/2016-09/documents/tetrachloroethylene.pdf
Tetrachloroethene,Wikipedia,https://en.wikipedia.org/wiki/Tetrachloroethylene
Tetrachloroethene,Pubchem,https://pubchem.ncbi.nlm.nih.gov/compound/31373#section=Uses
Thallium,ATSDR,https://www.atsdr.cdc.gov/toxprofiles/tp54.pdf
Thallium,EPA,https://iris.epa.gov/static/pdfs/1012tr.pdf
Thallium,Wikipedia,https://en.wikipedia.org/wiki/Thallium
Thallium,Pubchem,https://pubchem.ncbi.nlm.nih.gov/element/Thallium#section=Uses
Toluene,ATSDR,https://www.atsdr.cdc.gov/toxprofiles/tp56.pdf
Toluene,EPA,https://www.epa.gov/sites/default/files/2016-09/documents/toluene.pdf
Toluene,Wikipedia,https://en.wikipedia.org/wiki/Toluene
Toluene,Pubchem,https://pubchem.ncbi.nlm.nih.gov/compound/1140#section=Uses
Total alkalinity,EPA,https://archive.epa.gov/water/archive/web/html/vms510.html
Total coliforms,EPA,https://www.epa.gov/ground-water-and-drinking-water/national-primary-drinking-water-regulations
Total HAAs,MNDOH,https://data.web.health.state.mn.us/haa5-messaging
"trans-1,2-Dichloroethene",EPA,https://www.epa.gov/assessing-and-managing-chemicals-under-trans-12-dichloroethylene
"trans-1,2-Dichloroethene",OEHHA,https://oehha.ca.gov/water/chemicals/12-dichloroethylene-cis
"trans-1,2-Dichloroethene",Wikipedia,https://en.wikipedia.org/wiki/1%2C2-Dichloroethylene
"trans-1,2-Dichloroethene",PubChem,https://pubchem.ncbi.nlm.nih.gov/compound/638186#section=Uses
"trans-1,3-Dichloropropene",ATSDR,https://www.atsdr.cdc.gov/toxprofiles/tp40-c7.pdf
"trans-1,3-Dichloropropene",EPA,https://pubchem.ncbi.nlm.nih.gov/compound/24726
"trans-1,3-Dichloropropene",PubChem,https://pubchem.ncbi.nlm.nih.gov/compound/24726
trans-nonachlor,ATSDR,https://www.atsdr.cdc.gov/toxprofiles/tp31-a.pdf
trans-nonachlor,Pubchem,https://pubchem.ncbi.nlm.nih.gov/compound/12313421#section=Use-and-Manufacturing
Trichloroethene,ATSDR,https://www.atsdr.cdc.gov/toxprofiles/tp19.pdf
Trichloroethene,EPA,https://www.epa.gov/sites/default/files/2016-09/documents/trichloroethylene.pdf
Trichloroethene,Wikipedia,https://en.wikipedia.org/wiki/Trichloroethylene
Trichloroethene,Pubchem,https://pubchem.ncbi.nlm.nih.gov/compound/6575
Trichlorofluoromethane,ACS,https://www.acs.org/molecule-of-the-week/archive/t/trichlorofluoromethane.html
Trichlorofluoromethane,OEHHA,https://oehha.ca.gov/chemicals/trichlorofluoromethane-freon-11
Trichlorofluoromethane,Wikipedia,https://en.wikipedia.org/wiki/Trichlorofluoromethane
Trichlorofluoromethane,Pubchem,https://pubchem.ncbi.nlm.nih.gov/compound/6389#section=Use-and-Manufacturing
Turbidity,EPA,https://www.epa.gov/ground-water-and-drinking-water/national-primary-drinking-water-regulations
Vinyl chloride,ATSDR,https://www.atsdr.cdc.gov/toxprofiles/tp20.pdf
Vinyl chloride,Wikipedia,https://en.wikipedia.org/wiki/Vinyl_chloride
Vinyl chloride,PubChem,https://pubchem.ncbi.nlm.nih.gov/compound/6338#section=Uses
xylenes,ATSDR,https://wwwn.cdc.gov/TSP/substances/ToxSubstance.aspx?toxid=53
